國立臺灣大學	中國文學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	外國語文學系	第一類學群	國文,英文,社會
國立臺灣大學	歷史學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	哲學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	人類學系	第一類學群	國文,英文,社會,自然
國立臺灣大學	圖書資訊學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	日本語文學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	戲劇學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	政治學系政治理論組	第一類學群	國文,英文,數學,社會
國立臺灣大學	政治學系國際關係組	第一類學群	國文,英文,數學,社會
國立臺灣大學	政治學系公共行政組	第一類學群	國文,英文,數學,社會
國立臺灣大學	經濟學系	第一類學群	英文,數學,社會,自然
國立臺灣大學	社會學系	第一類學群	國文,英文,數學
國立臺灣大學	社會工作學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	生物產業傳播暨發展學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	工商管理學系企業管理組	第一類學群	國文,英文,數學,社會
國立臺灣大學	會計學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	財務金融學系	第一類學群	國文,英文,數學
國立臺灣大學	國際企業學系	第一類學群	國文,英文,數學,社會
國立臺灣大學	法律學系法學組	第一類學群	國文,英文,數學,社會
國立臺灣大學	法律學系司法組	第一類學群	國文,英文,數學,社會
國立臺灣大學	法律學系財經法學組	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	教育學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	教育心理與輔導學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	社會教育學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	人類發展與家庭學系家庭生活教育組	第一類學群	國文,英文,數學
國立臺灣師範大學	人類發展與家庭學系幼兒發展與教育組	第一類學群	國文,英文,數學
國立臺灣師範大學	公民教育與活動領導學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	特殊教育學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	國文學系	第一類學群	國文,英文,社會
國立臺灣師範大學	英語學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	歷史學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	地理學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	臺灣語文學系	第一類學群	國文,英文,社會
國立臺灣師範大學	華語文教學系應用華語文學組	第一類學群	國文,英文
國立臺灣師範大學	東亞學系	第一類學群	國文,英文,數學,社會
國立臺灣師範大學	企業管理學系	第一類學群	國文,英文,數學
國立中興大學	中國文學系	第一類學群	國文,英文,數學,社會
國立中興大學	外國語文學系	第一類學群	國文,英文,社會
國立中興大學	歷史學系	第一類學群	國文,英文,社會
國立中興大學	財務金融學系	第一類學群	國文,英文,數學
國立中興大學	企業管理學系	第一類學群	國文,英文,數學
國立中興大學	會計學系	第一類學群	國文,英文,數學,社會
國立中興大學	行銷學系	第一類學群	國文,英文,數學,社會
國立中興大學	法律學系	第一類學群	國文,英文,數學,社會
國立中興大學	應用經濟學系	第一類學群	國文,英文,數學
國立成功大學	中國文學系	第一類學群	國文,英文,社會
國立成功大學	外國語文學系	第一類學群	國文,英文,社會
國立成功大學	歷史學系	第一類學群	國文,英文,社會
國立成功大學	台灣文學系	第一類學群	國文,英文,數學,社會
國立成功大學	企業管理學系	第一類學群	國文,英文,數學,自然
國立成功大學	會計學系	第一類學群	國文,英文,數學,社會
國立成功大學	政治學系	第一類學群	國文,英文,數學,社會
國立成功大學	經濟學系	第一類學群	國文,英文,數學,社會
國立成功大學	法律學系	第一類學群	國文,英文,數學,社會
東吳大學	中國文學系	第一類學群	國文,社會
東吳大學	歷史學系	第一類學群	國文,英文,社會
東吳大學	哲學系	第一類學群	國文,英文,數學
東吳大學	政治學系	第一類學群	國文,英文,社會
東吳大學	社會學系	第一類學群	國文,英文,社會
東吳大學	社會工作學系	第一類學群	國文,社會
東吳大學	英文學系	第一類學群	國文,英文
東吳大學	日本語文學系	第一類學群	國文,英文
東吳大學	德國文化學系	第一類學群	國文,英文
東吳大學	法律學系	第一類學群	國文,英文,數學
東吳大學	經濟學系	第一類學群	國文,英文,數學
東吳大學	會計學系	第一類學群	國文,英文,數學
東吳大學	企業管理學系	第一類學群	國文,英文,數學
東吳大學	國際經營與貿易學系	第一類學群	國文,英文,數學
東吳大學	財務工程與精算數學系	第一類學群	英文,數學
東吳大學	資訊管理學系	第一類學群	國文,英文,數學
東吳大學	巨量資料管理學院學士學位學程	第一類學群	國文,英文,數學
國立政治大學	中國文學系	第一類學群	國文,社會
國立政治大學	歷史學系	第一類學群	國文,英文,社會
國立政治大學	哲學系	第一類學群	國文,英文,數學,社會
國立政治大學	教育學系	第一類學群	國文,英文,數學,社會
國立政治大學	政治學系	第一類學群	英文,數學,社會
國立政治大學	社會學系	第一類學群	國文,英文,數學
國立政治大學	財政學系	第一類學群	國文,英文,數學
國立政治大學	公共行政學系	第一類學群	國文,英文,社會
國立政治大學	地政學系土地資源規劃組	第一類學群	國文,英文,數學,社會
國立政治大學	地政學系土地管理組	第一類學群	國文,英文,數學,社會
國立政治大學	經濟學系	第一類學群	國文,英文,數學,社會
國立政治大學	民族學系	第一類學群	國文,英文,數學,社會
國立政治大學	外交學系	第一類學群	國文,英文,數學,社會
國立政治大學	國際經營與貿易學系	第一類學群	國文,英文,數學,社會
國立政治大學	金融學系社會組	第一類學群	英文,數學
國立政治大學	會計學系	第一類學群	國文,英文,數學,社會
國立政治大學	統計學系社會組	第一類學群	英文,數學,社會,自然
國立政治大學	企業管理學系	第一類學群	國文,英文,數學,社會
國立政治大學	資訊管理學系社會組	第一類學群	國文,英文,數學,社會
國立政治大學	財務管理學系	第一類學群	國文,英文,數學
國立政治大學	風險管理與保險學系	第一類學群	國文,英文,數學,社會
國立政治大學	傳播學院大一大二不分系	第一類學群	國文,英文,數學,社會
國立政治大學	英國語文學系	第一類學群	國文,英文,數學,社會
國立政治大學	阿拉伯語文學系	第一類學群	國文,英文,社會
國立政治大學	斯拉夫語文學系	第一類學群	國文,英文,社會
國立政治大學	日本語文學系	第一類學群	國文,英文,社會
國立政治大學	韓國語文學系	第一類學群	國文,英文,社會
國立政治大學	土耳其語文學系	第一類學群	國文,英文,社會
國立政治大學	歐洲語文學系法文組	第一類學群	國文,英文,社會
國立政治大學	歐洲語文學系德文組	第一類學群	國文,英文,社會
國立政治大學	歐洲語文學系西班牙文組	第一類學群	國文,英文,社會
國立政治大學	東南亞語言與文化學士學位學程	第一類學群	國文,英文,數學,社會
國立政治大學	法律學系	第一類學群	國文,英文,社會
高雄醫學大學	心理學系	第一類學群	英文,數學,自然
高雄醫學大學	醫學社會學與社會工作學系	第一類學群	國文,英文,數學
高雄醫學大學	醫務管理暨醫療資訊學系	第一類學群	英文,數學
中原大學	工業與系統工程學系管理組	第一類學群	國文,英文,數學
中原大學	企業管理學系服務業管理組	第一類學群	國文,英文,社會
中原大學	企業管理學系高科技業管理組	第一類學群	國文,英文,社會
中原大學	企業管理學系工商管理組	第一類學群	國文,英文,社會
中原大學	國際經營與貿易學系	第一類學群	國文,英文,數學
中原大學	會計學系	第一類學群	國文,英文,數學,社會
中原大學	資訊管理學系	第一類學群	國文,英文,數學
中原大學	財務金融學系	第一類學群	國文,英文,數學
中原大學	財經法律學系	第一類學群	國文,英文,社會
中原大學	室內設計學系	第一類學群	國文,英文,數學,社會
中原大學	商業設計學系乙類	第一類學群	國文,英文,社會
中原大學	特殊教育學系	第一類學群	國文,英文
中原大學	應用外國語文學系	第一類學群	國文,英文
中原大學	應用華語文學系	第一類學群	國文,英文
東海大學	中國文學系	第一類學群	國文
東海大學	外國語文學系	第一類學群	英文
東海大學	歷史學系	第一類學群	社會
東海大學	日本語言文化學系	第一類學群	國文,英文
東海大學	哲學系	第一類學群	國文,英文,社會
東海大學	企業管理學系(行銷與數位經營組)	第一類學群	英文,數學
東海大學	企業管理學系(服務創新與經營組)	第一類學群	英文,數學
東海大學	企業管理學系(創業與組織領導組)	第一類學群	英文,數學
東海大學	國際經營與貿易學系	第一類學群	英文
東海大學	會計學系	第一類學群	國文,英文,數學
東海大學	財務金融學系	第一類學群	英文,數學
東海大學	統計學系(決策管理組)	第一類學群	數學
東海大學	資訊管理學系(物聯網與大數據應用組)	第一類學群	數學
